title,price,meterage,district,floor,build_year,rooms,link
آجودانیه 120 متر مدرن ویو ابدی,69750000000,120.0,آجودانیه,3.0,1405.0,2.0,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-120-%D9%85%D8%AA%D8%B1-%D9%85%D8%AF%D8%B1%D9%86-%D9%88%DB%8C%D9%88-%D8%A7%D8%A8%D8%AF%DB%8C/gabx5Ylc?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gabx5Ylc_N
۱۹۵ متر خوش نقشه/ ۴ خواب/ ۲پارکینگ سندی,90000000000,195.0,آجودانیه,1.0,1393.0,4.0,https://divar.ir/v/%DB%B1%DB%B9%DB%B5-%D9%85%D8%AA%D8%B1-%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87-%DB%B4-%D8%AE%D9%88%D8%A7%D8%A8-%DB%B2%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D8%B3%D9%86%D8%AF%DB%8C/gabNXOXI?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gabNXOXI_N
۱۷۵ متری نوساز سپند,117000000000,175.0,آجودانیه,3.0,1405.0,3.0,https://divar.ir/v/%DB%B1%DB%B7%DB%B5-%D9%85%D8%AA%D8%B1%DB%8C-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%D8%B3%D9%BE%D9%86%D8%AF/gabBW7ni?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gabBW7ni_N
فروش آپارتمان ۱۲۰ متری ۲ خوابه در آجودانیه,67000000000,120.0,آجودانیه,2.0,1405.0,2.0,https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B1%DB%B2%DB%B0-%D9%85%D8%AA%D8%B1%DB%8C-%DB%B2-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D8%AF%D8%B1-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87/gabllcR9?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gabllcR9_N
۱۹۰متر آجودانیه فول امکانات طبقه بالا,105000000000,190.0,آجودانیه,30.0,1400.0,3.0,https://divar.ir/v/%DB%B1%DB%B9%DB%B0%D9%85%D8%AA%D8%B1-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D8%B7%D8%A8%D9%82%D9%87-%D8%A8%D8%A7%D9%84%D8%A7/gabZkpgL?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gabZkpgL_N
۳۰۵ متر اقدسیه ۴ خواب کلید نخورده فول با ۳ پارکینگ,180000000000,305.0,آجودانیه,5.0,1405.0,4.0,https://divar.ir/v/%DB%B3%DB%B0%DB%B5-%D9%85%D8%AA%D8%B1-%D8%A7%D9%82%D8%AF%D8%B3%DB%8C%D9%87-%DB%B4-%D8%AE%D9%88%D8%A7%D8%A8-%DA%A9%D9%84%DB%8C%D8%AF-%D9%86%D8%AE%D9%88%D8%B1%D8%AF%D9%87-%D9%81%D9%88%D9%84-%D8%A8%D8%A7-%DB%B3-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF/gabFDLZP?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gabFDLZP_N
95 متر بهترین لوکیشن در اجودانیه,54000000000,95.0,آجودانیه,1.0,1398.0,2.0,https://divar.ir/v/95-%D9%85%D8%AA%D8%B1-%D8%A8%D9%87%D8%AA%D8%B1%DB%8C%D9%86-%D9%84%D9%88%DA%A9%DB%8C%D8%B4%D9%86-%D8%AF%D8%B1-%D8%A7%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87/gab9Sbam?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gab9Sbam_N
84 متر آجودانیه ۲خ ویو ابدی,44000000000,84.0,آجودانیه,2.0,1405.0,2.0,https://divar.ir/v/84-%D9%85%D8%AA%D8%B1-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B2%D8%AE-%D9%88%DB%8C%D9%88-%D8%A7%D8%A8%D8%AF%DB%8C/gaYRtnWo?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaYRtnWo_N
پنت‌فاخر‌منطقه،۴۵۰متر،دیدباغ،۱۰پاکینگ،هتلینگ,295000000000,450.0,فرمانیه,7.0,1404.0,4.0,https://divar.ir/v/%D9%BE%D9%86%D8%AA-%D9%81%D8%A7%D8%AE%D8%B1-%D9%85%D9%86%D8%B7%D9%82%D9%87-%DB%B4%DB%B5%DB%B0%D9%85%D8%AA%D8%B1-%D8%AF%DB%8C%D8%AF%D8%A8%D8%A7%D8%BA-%DB%B1%DB%B0%D9%BE%D8%A7%DA%A9%DB%8C%D9%86%DA%AF-%D9%87%D8%AA%D9%84%DB%8C%D9%86%DA%AF/ga3ZgdHg?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_ga3ZgdHg_N
۱۵۰ متر اقدسیه سپند ۳ خواب تکواحدی + تراس و ویو,58000000000,150.0,کاشانک,2.0,1404.0,3.0,https://divar.ir/v/%DB%B1%DB%B5%DB%B0-%D9%85%D8%AA%D8%B1-%D8%A7%D9%82%D8%AF%D8%B3%DB%8C%D9%87-%D8%B3%D9%BE%D9%86%D8%AF-%DB%B3-%D8%AE%D9%88%D8%A7%D8%A8-%D8%AA%DA%A9%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D8%AA%D8%B1%D8%A7%D8%B3-%D9%88-%D9%88%DB%8C%D9%88/gaYV90WK?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaYV90WK_N
اکازیون اقدسیه ۹۰ متر بهترین خرید,32900000000,90.0,اقدسیه,3.0,1390.0,2.0,https://divar.ir/v/%D8%A7%DA%A9%D8%A7%D8%B2%DB%8C%D9%88%D9%86-%D8%A7%D9%82%D8%AF%D8%B3%DB%8C%D9%87-%DB%B9%DB%B0-%D9%85%D8%AA%D8%B1-%D8%A8%D9%87%D8%AA%D8%B1%DB%8C%D9%86-%D8%AE%D8%B1%DB%8C%D8%AF/gahF8dYk?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gahF8dYk_N
۵طبقه آپارتمان ۱۳۰متری کلید نخورده یکجا فروشی,310000000000,130.0,اقدسیه,5.0,1405.0,3.0,https://divar.ir/v/%DB%B5%D8%B7%D8%A8%D9%82%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B1%DB%B3%DB%B0%D9%85%D8%AA%D8%B1%DB%8C-%DA%A9%D9%84%DB%8C%D8%AF-%D9%86%D8%AE%D9%88%D8%B1%D8%AF%D9%87-%DB%8C%DA%A9%D8%AC%D8%A7-%D9%81%D8%B1%D9%88%D8%B4%DB%8C/gaytPFe3?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaytPFe3_N
160 متر فرمانیه، زیر قیمت,58000000000,160.0,فرمانیه,4.0,1388.0,3.0,https://divar.ir/v/160-%D9%85%D8%AA%D8%B1-%D9%81%D8%B1%D9%85%D8%A7%D9%86%DB%8C%D9%87-%D8%B2%DB%8C%D8%B1-%D9%82%DB%8C%D9%85%D8%AA/gafFUk0H?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gafFUk0H_N
اقدسیه سپند ۱۴۰ متر ۲ خوابه سوپر لوکس,122000000000,140.0,اقدسیه,3.0,1400.0,2.0,https://divar.ir/v/%D8%A7%D9%82%D8%AF%D8%B3%DB%8C%D9%87-%D8%B3%D9%BE%D9%86%D8%AF-%DB%B1%DB%B4%DB%B0-%D9%85%D8%AA%D8%B1-%DB%B2-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D8%B3%D9%88%D9%BE%D8%B1-%D9%84%D9%88%DA%A9%D8%B3/ga29PFiN?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_ga29PFiN_N
فرمانیه سنبل ۲۳۰متر / تکواحدی,108000000000,230.0,فرمانیه,5.0,1385.0,3.0,https://divar.ir/v/%D9%81%D8%B1%D9%85%D8%A7%D9%86%DB%8C%D9%87-%D8%B3%D9%86%D8%A8%D9%84-%DB%B2%DB%B3%DB%B0%D9%85%D8%AA%D8%B1-%D8%AA%DA%A9%D9%88%D8%A7%D8%AD%D8%AF%DB%8C/gaudFKCD?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaudFKCD_N
۱۴۵متر ۳خواب فول امکانات+۲تا تراس,53000000000,145.0,آرارات,3.0,1383.0,3.0,https://divar.ir/v/%DB%B1%DB%B4%DB%B5%D9%85%D8%AA%D8%B1-%DB%B3%D8%AE%D9%88%D8%A7%D8%A8-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%DB%B2%D8%AA%D8%A7-%D8%AA%D8%B1%D8%A7%D8%B3/gatddu2z?tracker_session_id=081ac4d5-00e6-447d-95d2-e634bbf91777_gatddu2z_N
۲۰۱ م آپارتمان تک واحدی شیک و کم سن شهرک سئول,110000000000,201.0,آرارات,3.0,1401.0,3.0,https://divar.ir/v/%DB%B2%DB%B0%DB%B1-%D9%85-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D8%B4%DB%8C%DA%A9-%D9%88-%DA%A9%D9%85-%D8%B3%D9%86-%D8%B4%D9%87%D8%B1%DA%A9-%D8%B3%D8%A6%D9%88%D9%84/gan9VYYz?tracker_session_id=081ac4d5-00e6-447d-95d2-e634bbf91777_gan9VYYz_N
آپارتمان۲۰۰ متربُرج برند شهرک سئول,110000000000,200.0,آرارات,6.0,1402.0,3.0,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86%DB%B2%DB%B0%DB%B0-%D9%85%D8%AA%D8%B1%D8%A8%D9%8F%D8%B1%D8%AC-%D8%A8%D8%B1%D9%86%D8%AF-%D8%B4%D9%87%D8%B1%DA%A9-%D8%B3%D8%A6%D9%88%D9%84/galZsw9e?tracker_session_id=081ac4d5-00e6-447d-95d2-e634bbf91777_galZsw9e_N
120متری/بازسازی شده/مسکونی فجر,35000000000,120.0,آرارات,4.0,1375.0,2.0,https://divar.ir/v/120%D9%85%D8%AA%D8%B1%DB%8C-%D8%A8%D8%A7%D8%B2%D8%B3%D8%A7%D8%B2%DB%8C-%D8%B4%D8%AF%D9%87-%D9%85%D8%B3%DA%A9%D9%88%D9%86%DB%8C-%D9%81%D8%AC%D8%B1/gacRHUa_?tracker_session_id=081ac4d5-00e6-447d-95d2-e634bbf91777_gacRHUa__N
شیخ‌بهائی۸۸متر نوساز,43000000000,88.0,آرارات,3.0,1405.0,2.0,https://divar.ir/v/%D8%B4%DB%8C%D8%AE-%D8%A8%D9%87%D8%A7%D8%A6%DB%8C%DB%B8%DB%B8%D9%85%D8%AA%D8%B1-%D9%86%D9%88%D8%B3%D8%A7%D8%B2/gaWREH_6?tracker_session_id=081ac4d5-00e6-447d-95d2-e634bbf91777_gaWREH_6_N
آپارتمان ۵۹ متر سند مسکونی ، موقعیت اداری,17500000000,59.0,ونک,2.0,1371.0,2.0,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B5%DB%B9-%D9%85%D8%AA%D8%B1-%D8%B3%D9%86%D8%AF-%D9%85%D8%B3%DA%A9%D9%88%D9%86%DB%8C-%D9%85%D9%88%D9%82%D8%B9%DB%8C%D8%AA-%D8%A7%D8%AF%D8%A7%D8%B1%DB%8C/gaR1esek?tracker_session_id=081ac4d5-00e6-447d-95d2-e634bbf91777_gaR1esek_N
۷۸ متر / ۲ خواب / فول بازسازی / نورگیر مناسب,19800000000,78.0,ونک,1.0,1384.0,2.0,https://divar.ir/v/%DB%B7%DB%B8-%D9%85%D8%AA%D8%B1-%DB%B2-%D8%AE%D9%88%D8%A7%D8%A8-%D9%81%D9%88%D9%84-%D8%A8%D8%A7%D8%B2%D8%B3%D8%A7%D8%B2%DB%8C-%D9%86%D9%88%D8%B1%DA%AF%DB%8C%D8%B1-%D9%85%D9%86%D8%A7%D8%B3%D8%A8/ga2FPK7c?tracker_session_id=081ac4d5-00e6-447d-95d2-e634bbf91777_ga2FPK7c_N
۲۰۰ متر *شیخ بهایی شمالی* ۳خواب ( سالن یک تیکه ),70000000000,200.0,ونک,4.0,1385.0,3.0,https://divar.ir/v/%DB%B2%DB%B0%DB%B0-%D9%85%D8%AA%D8%B1-%D8%B4%DB%8C%D8%AE-%D8%A8%D9%87%D8%A7%DB%8C%DB%8C-%D8%B4%D9%85%D8%A7%D9%84%DB%8C-%DB%B3%D8%AE%D9%88%D8%A7%D8%A8-%D8%B3%D8%A7%D9%84%D9%86-%DB%8C%DA%A9-%D8%AA%DB%8C%DA%A9%D9%87/gabJI5Pq?tracker_session_id=081ac4d5-00e6-447d-95d2-e634bbf91777_gabJI5Pq_N
۱۳۰ متر ( شیخ بهایی فرعی تاپ ) دو خواب (سه ساله),54000000000,130.0,ونک,4.0,1404.0,2.0,https://divar.ir/v/%DB%B1%DB%B3%DB%B0-%D9%85%D8%AA%D8%B1-%D8%B4%DB%8C%D8%AE-%D8%A8%D9%87%D8%A7%DB%8C%DB%8C-%D9%81%D8%B1%D8%B9%DB%8C-%D8%AA%D8%A7%D9%BE-%D8%AF%D9%88-%D8%AE%D9%88%D8%A7%D8%A8-%D8%B3%D9%87-%D8%B3%D8%A7%D9%84%D9%87/gar50iG5?tracker_session_id=081ac4d5-00e6-447d-95d2-e634bbf91777_gar50iG5_N
۲۴۰ متر ۳ خواب (( مشاعات تکمیل )) ۱۲۰ متر تراس,93000000000,240.0,ونک,9.0,1394.0,3.0,https://divar.ir/v/%DB%B2%DB%B4%DB%B0-%D9%85%D8%AA%D8%B1-%DB%B3-%D8%AE%D9%88%D8%A7%D8%A8-%D9%85%D8%B4%D8%A7%D8%B9%D8%A7%D8%AA-%D8%AA%DA%A9%D9%85%DB%8C%D9%84-%DB%B1%DB%B2%DB%B0-%D9%85%D8%AA%D8%B1-%D8%AA%D8%B1%D8%A7%D8%B3/gavBmLTt?tracker_session_id=081ac4d5-00e6-447d-95d2-e634bbf91777_gavBmLTt_N
۱۵۰ متر شیخ بهایی شمالی + ۸۰ متر قدرالسهم,38000000000,150.0,ونک,3.0,1386.0,3.0,https://divar.ir/v/%DB%B1%DB%B5%DB%B0-%D9%85%D8%AA%D8%B1-%D8%B4%DB%8C%D8%AE-%D8%A8%D9%87%D8%A7%DB%8C%DB%8C-%D8%B4%D9%85%D8%A7%D9%84%DB%8C-%DB%B8%DB%B0-%D9%85%D8%AA%D8%B1-%D9%82%D8%AF%D8%B1%D8%A7%D9%84%D8%B3%D9%87%D9%85/ga299qZw?tracker_session_id=081ac4d5-00e6-447d-95d2-e634bbf91777_ga299qZw_N
173متر 3خواب ونک شیراز,64000000000,173.0,ونک,5.0,1388.0,3.0,https://divar.ir/v/173%D9%85%D8%AA%D8%B1-3%D8%AE%D9%88%D8%A7%D8%A8-%D9%88%D9%86%DA%A9-%D8%B4%DB%8C%D8%B1%D8%A7%D8%B2/gaN4GskR?tracker_session_id=081ac4d5-00e6-447d-95d2-e634bbf91777_gaN4GskR_N
254متر قابل توجه برج نشینان خاص پسند,107000000000,254.0,ونک,19.0,1371.0,3.0,https://divar.ir/v/254%D9%85%D8%AA%D8%B1-%D9%82%D8%A7%D8%A8%D9%84-%D8%AA%D9%88%D8%AC%D9%87-%D8%A8%D8%B1%D8%AC-%D9%86%D8%B4%DB%8C%D9%86%D8%A7%D9%86-%D8%AE%D8%A7%D8%B5-%D9%BE%D8%B3%D9%86%D8%AF/gakN5SFm?tracker_session_id=081ac4d5-00e6-447d-95d2-e634bbf91777_gakN5SFm_N
گاندی 120 متر 2 خواب قابل تهاتر / 2 پارکینگ سندی,48000000000,120.0,ونک,3.0,1400.0,2.0,https://divar.ir/v/%DA%AF%D8%A7%D9%86%D8%AF%DB%8C-120-%D9%85%D8%AA%D8%B1-2-%D8%AE%D9%88%D8%A7%D8%A8-%D9%82%D8%A7%D8%A8%D9%84-%D8%AA%D9%87%D8%A7%D8%AA%D8%B1-2-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D8%B3%D9%86%D8%AF%DB%8C/ga2teQG7?tracker_session_id=081ac4d5-00e6-447d-95d2-e634bbf91777_ga2teQG7_N
شیراز شمالی خدامی ۲۰۵ متر ۳ خوابه فول امکانات,80000000000,205.0,ونک,3.0,1390.0,3.0,https://divar.ir/v/%D8%B4%DB%8C%D8%B1%D8%A7%D8%B2-%D8%B4%D9%85%D8%A7%D9%84%DB%8C-%D8%AE%D8%AF%D8%A7%D9%85%DB%8C-%DB%B2%DB%B0%DB%B5-%D9%85%D8%AA%D8%B1-%DB%B3-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA/gaWVQz0t?tracker_session_id=081ac4d5-00e6-447d-95d2-e634bbf91777_gaWVQz0t_N
(( 162متر شیخ بهایی شمالی تاپ لوکیشن )),105300000000,162.0,ونک,5.0,1405.0,3.0,https://divar.ir/v/162%D9%85%D8%AA%D8%B1-%D8%B4%DB%8C%D8%AE-%D8%A8%D9%87%D8%A7%DB%8C%DB%8C-%D8%B4%D9%85%D8%A7%D9%84%DB%8C-%D8%AA%D8%A7%D9%BE-%D9%84%D9%88%DA%A9%DB%8C%D8%B4%D9%86/ga2Nu5NN?tracker_session_id=081ac4d5-00e6-447d-95d2-e634bbf91777_ga2Nu5NN_N
۱۳۵متر ۲خولب شیخ بهایی شمالی برج باغ,58000000000,135.0,ونک,5.0,1395.0,2.0,https://divar.ir/v/%DB%B1%DB%B3%DB%B5%D9%85%D8%AA%D8%B1-%DB%B2%D8%AE%D9%88%D9%84%D8%A8-%D8%B4%DB%8C%D8%AE-%D8%A8%D9%87%D8%A7%DB%8C%DB%8C-%D8%B4%D9%85%D8%A7%D9%84%DB%8C-%D8%A8%D8%B1%D8%AC-%D8%A8%D8%A7%D8%BA/ga2hOg8g?tracker_session_id=081ac4d5-00e6-447d-95d2-e634bbf91777_ga2hOg8g_N
۲۹۰ متر آپارتمان زیر قیمت ونک شیراز شمالی,104400000000,290.0,ونک,3.0,1385.0,4.0,https://divar.ir/v/%DB%B2%DB%B9%DB%B0-%D9%85%D8%AA%D8%B1-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%B2%DB%8C%D8%B1-%D9%82%DB%8C%D9%85%D8%AA-%D9%88%D9%86%DA%A9-%D8%B4%DB%8C%D8%B1%D8%A7%D8%B2-%D8%B4%D9%85%D8%A7%D9%84%DB%8C/gavNRwBE?tracker_session_id=081ac4d5-00e6-447d-95d2-e634bbf91777_gavNRwBE_N
آپارتمان نوساز ونک شیخ بهایی شمالی ۱۹۰ متر,120000000000,190.0,ونک,4.0,1404.0,3.0,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%D9%88%D9%86%DA%A9-%D8%B4%DB%8C%D8%AE-%D8%A8%D9%87%D8%A7%DB%8C%DB%8C-%D8%B4%D9%85%D8%A7%D9%84%DB%8C-%DB%B1%DB%B9%DB%B0-%D9%85%D8%AA%D8%B1/gaClDfDm?tracker_session_id=081ac4d5-00e6-447d-95d2-e634bbf91777_gaClDfDm_N
۲۱۵ متر ۴ خواب ونک شیراز شیخ بهایی شمالی,120000000000,215.0,ونک,3.0,1395.0,4.0,https://divar.ir/v/%DB%B2%DB%B1%DB%B5-%D9%85%D8%AA%D8%B1-%DB%B4-%D8%AE%D9%88%D8%A7%D8%A8-%D9%88%D9%86%DA%A9-%D8%B4%DB%8C%D8%B1%D8%A7%D8%B2-%D8%B4%DB%8C%D8%AE-%D8%A8%D9%87%D8%A7%DB%8C%DB%8C-%D8%B4%D9%85%D8%A7%D9%84%DB%8C/gatNqUfE?tracker_session_id=081ac4d5-00e6-447d-95d2-e634bbf91777_gatNqUfE_N
آپارتمان ۲۴۰ متر ونک شیخ بهایی شیراز شمالی,135000000000,240.0,ونک,4.0,1396.0,4.0,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B2%DB%B4%DB%B0-%D9%85%D8%AA%D8%B1-%D9%88%D9%86%DA%A9-%D8%B4%DB%8C%D8%AE-%D8%A8%D9%87%D8%A7%DB%8C%DB%8C-%D8%B4%DB%8C%D8%B1%D8%A7%D8%B2-%D8%B4%D9%85%D8%A7%D9%84%DB%8C/ganVSDn6?tracker_session_id=081ac4d5-00e6-447d-95d2-e634bbf91777_ganVSDn6_N
140متر/3خواب/ونک گاندی,41500000000,140.0,ونک,2.0,1387.0,3.0,https://divar.ir/v/140%D9%85%D8%AA%D8%B1-3%D8%AE%D9%88%D8%A7%D8%A8-%D9%88%D9%86%DA%A9-%DA%AF%D8%A7%D9%86%D8%AF%DB%8C/ga2RNDEz?tracker_session_id=081ac4d5-00e6-447d-95d2-e634bbf91777_ga2RNDEz_N
اپارتمان ۱۳۰ متری برج با کلیه امکانات در ونک,42000000000,130.0,ونک,6.0,1380.0,3.0,https://divar.ir/v/%D8%A7%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B1%DB%B3%DB%B0-%D9%85%D8%AA%D8%B1%DB%8C-%D8%A8%D8%B1%D8%AC-%D8%A8%D8%A7-%DA%A9%D9%84%DB%8C%D9%87-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D8%AF%D8%B1-%D9%88%D9%86%DA%A9/gaQRbSm_?tracker_session_id=081ac4d5-00e6-447d-95d2-e634bbf91777_gaQRbSm__N
