title,price,meterage,district,link,floor,build_year,rooms
فروش آپارتمان ۲۰۰ متری کلید نخورده در آجودانیه,120000000000,200.0,آجودانیه,https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B2%DB%B0%DB%B0-%D9%85%D8%AA%D8%B1%DB%8C-%DA%A9%D9%84%DB%8C%D8%AF-%D9%86%D8%AE%D9%88%D8%B1%D8%AF%D9%87-%D8%AF%D8%B1-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87/ga2xtgp7?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_ga2xtgp7_N,۵,۱۴۰۵,۳
آجودانیه/۲۰۰متر/۳خواب مستر/فول‌مشاعات,120000000000,200.0,آجودانیه,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B2%DB%B0%DB%B0%D9%85%D8%AA%D8%B1-%DB%B3%D8%AE%D9%88%D8%A7%D8%A8-%D9%85%D8%B3%D8%AA%D8%B1-%D9%81%D9%88%D9%84-%D9%85%D8%B4%D8%A7%D8%B9%D8%A7%D8%AA/gaXxCS5A?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaXxCS5A_N,۳,۱۴۰۵,۳
۱۶۵متر آجودانیه ویو دار,75000000000,165.0,آجودانیه,https://divar.ir/v/%DB%B1%DB%B6%DB%B5%D9%85%D8%AA%D8%B1-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%D9%88%DB%8C%D9%88-%D8%AF%D8%A7%D8%B1/ga29v5Gn?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_ga29v5Gn_N,۸,۱۳۸۵,۳
آجودانیه ۸۰ متر ۲ خواب / فول امکانات,33600000000,80.0,آجودانیه,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B8%DB%B0-%D9%85%D8%AA%D8%B1-%DB%B2-%D8%AE%D9%88%D8%A7%D8%A8-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA/gaYZ4T8T?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaYZ4T8T_N,,,
۱۸۰ متر آجودانیه / فول آپشن /لوکس و خوش‌نقشه,124860000000,180.0,آجودانیه,https://divar.ir/v/%DB%B1%DB%B8%DB%B0-%D9%85%D8%AA%D8%B1-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%D9%81%D9%88%D9%84-%D8%A2%D9%BE%D8%B4%D9%86-%D9%84%D9%88%DA%A9%D8%B3-%D9%88-%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87/gaRl-GRD?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaRl-GRD_N,۵,۱۳۹۸,۳
اپارتمان ۱۷۰ متر مربع,100000000000,170.0,آجودانیه,https://divar.ir/v/%D8%A7%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B1%DB%B7%DB%B0-%D9%85%D8%AA%D8%B1-%D9%85%D8%B1%D8%A8%D8%B9/gawp6KXD?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gawp6KXD_N,۲,۱۴۰۴,۳
آجودانیه ۲۵۰ متر ساختمان مدرن فول مشاعات,172000000000,250.0,آجودانیه,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B2%DB%B5%DB%B0-%D9%85%D8%AA%D8%B1-%D8%B3%D8%A7%D8%AE%D8%AA%D9%85%D8%A7%D9%86-%D9%85%D8%AF%D8%B1%D9%86-%D9%81%D9%88%D9%84-%D9%85%D8%B4%D8%A7%D8%B9%D8%A7%D8%AA/ga0NDbmG?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_ga0NDbmG_N,۳ از ۵,۱۴۰۵,۳
آجودانیه ۱۸۵ متر ۳ خواب مستر کلاسیک,98000000000,185.0,آجودانیه,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B1%DB%B8%DB%B5-%D9%85%D8%AA%D8%B1-%DB%B3-%D8%AE%D9%88%D8%A7%D8%A8-%D9%85%D8%B3%D8%AA%D8%B1-%DA%A9%D9%84%D8%A7%D8%B3%DB%8C%DA%A9/ga0RFU-a?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_ga0RFU-a_N,۳,۱۳۹۴,۳
۹۰ متر آجودانیه / فول مشاعات کامل نور مستقیم,52000000000,90.0,آجودانیه,https://divar.ir/v/%DB%B9%DB%B0-%D9%85%D8%AA%D8%B1-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%D9%81%D9%88%D9%84-%D9%85%D8%B4%D8%A7%D8%B9%D8%A7%D8%AA-%DA%A9%D8%A7%D9%85%D9%84-%D9%86%D9%88%D8%B1-%D9%85%D8%B3%D8%AA%D9%82%DB%8C%D9%85/gal9aKBQ?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gal9aKBQ_N,۱,۱۳۹۶,۲
فروش آپارتمان 135 متری در آجودانیه,47000000000,135.0,آجودانیه,https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-135-%D9%85%D8%AA%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87/galBfS7O?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_galBfS7O_N,۱,۱۳۹۰,۳
آجودانیه/ ۲۰۶ متر برج باغ / طبقه ۱۰,169700000000,206.0,آجودانیه,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B2%DB%B0%DB%B6-%D9%85%D8%AA%D8%B1-%D8%A8%D8%B1%D8%AC-%D8%A8%D8%A7%D8%BA-%D8%B7%D8%A8%D9%82%D9%87-%DB%B1%DB%B0/ganZzJ18?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_ganZzJ18_N,۱۰,۱۴۰۲,۳
آجودانیه۱۰۰متر۲خواب/دسترسی ایده آل/نورگیرجنوبوشمال,46000000000,100.0,آجودانیه,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87%DB%B1%DB%B0%DB%B0%D9%85%D8%AA%D8%B1%DB%B2%D8%AE%D9%88%D8%A7%D8%A8-%D8%AF%D8%B3%D8%AA%D8%B1%D8%B3%DB%8C-%D8%A7%DB%8C%D8%AF%D9%87-%D8%A2%D9%84-%D9%86%D9%88%D8%B1%DA%AF%DB%8C%D8%B1%D8%AC%D9%86%D9%88%D8%A8%D9%88%D8%B4%D9%85%D8%A7%D9%84/gaz1Mg3U?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaz1Mg3U_N,۳ از ۵,۱۳۸۸,۲
۱۸۰متر آجودانیه ۳خواب مستر,136000000000,180.0,آجودانیه,https://divar.ir/v/%DB%B1%DB%B8%DB%B0%D9%85%D8%AA%D8%B1-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B3%D8%AE%D9%88%D8%A7%D8%A8-%D9%85%D8%B3%D8%AA%D8%B1/gazh071F?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gazh071F_N,۲,۱۴۰۵,۳
اجودانیه ۱۵۰ متر سه خواب فول نوساز,127500000000,150.0,آجودانیه,https://divar.ir/v/%D8%A7%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B1%DB%B5%DB%B0-%D9%85%D8%AA%D8%B1-%D8%B3%D9%87-%D8%AE%D9%88%D8%A7%D8%A8-%D9%81%D9%88%D9%84-%D9%86%D9%88%D8%B3%D8%A7%D8%B2/gazNjyaS?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gazNjyaS_N,۲ از ۶,۱۴۰۵,۳
۳۱۰ متر از فرزاد دلیری/۴ خواب/ زیر قیمت آجودانیه,158000000000,310.0,آجودانیه,https://divar.ir/v/%DB%B3%DB%B1%DB%B0-%D9%85%D8%AA%D8%B1-%D8%A7%D8%B2-%D9%81%D8%B1%D8%B2%D8%A7%D8%AF-%D8%AF%D9%84%DB%8C%D8%B1%DB%8C-%DB%B4-%D8%AE%D9%88%D8%A7%D8%A8-%D8%B2%DB%8C%D8%B1-%D9%82%DB%8C%D9%85%D8%AA-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87/gawcBur9?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gawcBur9_N,,,
۱۹۰ متر آجودانیه / فول مشاعات (پلان مهندسی) ۲پ,110000000000,190.0,آجودانیه,https://divar.ir/v/%DB%B1%DB%B9%DB%B0-%D9%85%D8%AA%D8%B1-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%D9%81%D9%88%D9%84-%D9%85%D8%B4%D8%A7%D8%B9%D8%A7%D8%AA-%D9%BE%D9%84%D8%A7%D9%86-%D9%85%D9%87%D9%86%D8%AF%D8%B3%DB%8C-%DB%B2%D9%BE/gaRdvxxb?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaRdvxxb_N,۴ از ۵,۱۳۹۶,۳
آجودانیه/۲۲۰متر/۳خواب مستر /نوساز,125000000000,220.0,آجودانیه,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B2%DB%B2%DB%B0%D9%85%D8%AA%D8%B1-%DB%B3%D8%AE%D9%88%D8%A7%D8%A8-%D9%85%D8%B3%D8%AA%D8%B1-%D9%86%D9%88%D8%B3%D8%A7%D8%B2/gaKdGPX5?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaKdGPX5_N,۶,۱۴۰۵,۳
فروش واحد ۲۲۱متری متریال استثنایی در اجودانیه,170000000000,221.0,آجودانیه,https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D9%88%D8%A7%D8%AD%D8%AF-%DB%B2%DB%B2%DB%B1%D9%85%D8%AA%D8%B1%DB%8C-%D9%85%D8%AA%D8%B1%DB%8C%D8%A7%D9%84-%D8%A7%D8%B3%D8%AA%D8%AB%D9%86%D8%A7%DB%8C%DB%8C-%D8%AF%D8%B1-%D8%A7%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87/gawJp--2?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gawJp--2_N,۸,۱۴۰۳,۳
آجودانیه ۲۶۵متر ۳تراس بزرگ,130000000000,265.0,آجودانیه,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B2%DB%B6%DB%B5%D9%85%D8%AA%D8%B1-%DB%B3%D8%AA%D8%B1%D8%A7%D8%B3-%D8%A8%D8%B2%D8%B1%DA%AF/gadJ-aES?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gadJ-aES_N,۶ از ۸,۱۳۹۰,۴
جواهر آجودانیه ۱۸۵ متری ۳خواب۲۰۰متر قدرالسهم کاسبی,130390000000,185.0,آجودانیه,https://divar.ir/v/%D8%AC%D9%88%D8%A7%D9%87%D8%B1-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B1%DB%B8%DB%B5-%D9%85%D8%AA%D8%B1%DB%8C-%DB%B3%D8%AE%D9%88%D8%A7%D8%A8%DB%B2%DB%B0%DB%B0%D9%85%D8%AA%D8%B1-%D9%82%D8%AF%D8%B1%D8%A7%D9%84%D8%B3%D9%87%D9%85-%DA%A9%D8%A7%D8%B3%D8%A8%DB%8C/gawd2sBw?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gawd2sBw_N,۲ از ۲,۱۳۸۵,۳
اجودانیه ۲۲۶ متر + ۴۰ متر سوئیت ۳خواب تکواحدی,115000000000,226.0,آجودانیه,https://divar.ir/v/%D8%A7%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B2%DB%B2%DB%B6-%D9%85%D8%AA%D8%B1-%DB%B4%DB%B0-%D9%85%D8%AA%D8%B1-%D8%B3%D9%88%D8%A6%DB%8C%D8%AA-%DB%B3%D8%AE%D9%88%D8%A7%D8%A8-%D8%AA%DA%A9%D9%88%D8%A7%D8%AD%D8%AF%DB%8C/gaStBlAX?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaStBlAX_N,۳ از ۵,۱۳۸۸,۳
آجودانیه ۱۹۰ متر ۳ خوابه نور ویو شمال و جنوب,111000000000,190.0,آجودانیه,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B1%DB%B9%DB%B0-%D9%85%D8%AA%D8%B1-%DB%B3-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D9%86%D9%88%D8%B1-%D9%88%DB%8C%D9%88-%D8%B4%D9%85%D8%A7%D9%84-%D9%88-%D8%AC%D9%86%D9%88%D8%A8/gaw1DfpB?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaw1DfpB_N,۴,۱۳۹۸,۳
آجودانیه ۱۸۰ متر بنا ۱۰۱ متر قدرالسهم فروش و تهاطر,70000000000,180.0,آجودانیه,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B1%DB%B8%DB%B0-%D9%85%D8%AA%D8%B1-%D8%A8%D9%86%D8%A7-%DB%B1%DB%B0%DB%B1-%D9%85%D8%AA%D8%B1-%D9%82%D8%AF%D8%B1%D8%A7%D9%84%D8%B3%D9%87%D9%85-%D9%81%D8%B1%D9%88%D8%B4-%D9%88-%D8%AA%D9%87%D8%A7%D8%B7%D8%B1/gaA58MA3?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaA58MA3_N,۱,۱۳۸۲,۳
۱۹۱ متر تک واحد زیر قیمت سرمایه گذاری آجودانیه,98000000000,191.0,آجودانیه,https://divar.ir/v/%DB%B1%DB%B9%DB%B1-%D9%85%D8%AA%D8%B1-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF-%D8%B2%DB%8C%D8%B1-%D9%82%DB%8C%D9%85%D8%AA-%D8%B3%D8%B1%D9%85%D8%A7%DB%8C%D9%87-%DA%AF%D8%B0%D8%A7%D8%B1%DB%8C-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87/ganljdCw?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_ganljdCw_N,۴ از ۶,۱۳۹۸,۳
آجودانیه۱۴۵متر۳خواب/لابی/روف/فرعی دنج مشجر,60000000000,145.0,آجودانیه,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87%DB%B1%DB%B4%DB%B5%D9%85%D8%AA%D8%B1%DB%B3%D8%AE%D9%88%D8%A7%D8%A8-%D9%84%D8%A7%D8%A8%DB%8C-%D8%B1%D9%88%D9%81-%D9%81%D8%B1%D8%B9%DB%8C-%D8%AF%D9%86%D8%AC-%D9%85%D8%B4%D8%AC%D8%B1/gavZdBUY?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gavZdBUY_N,۱ از ۵,۱۴۰۱,۳
۱۹۰متر/ سه خواب/ تک واحدی/ آجودانیه,99000000000,190.0,آجودانیه,https://divar.ir/v/%DB%B1%DB%B9%DB%B0%D9%85%D8%AA%D8%B1-%D8%B3%D9%87-%D8%AE%D9%88%D8%A7%D8%A8-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87/gaDVGsC4?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaDVGsC4_N,۴ از ۵,۱۳۹۵,۳
۷۰ متر تاپ لوکیشن آجودانیه نور جنوب تراس بزرگ,35200000000,70.0,آجودانیه,https://divar.ir/v/%DB%B7%DB%B0-%D9%85%D8%AA%D8%B1-%D8%AA%D8%A7%D9%BE-%D9%84%D9%88%DA%A9%DB%8C%D8%B4%D9%86-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%D9%86%D9%88%D8%B1-%D8%AC%D9%86%D9%88%D8%A8-%D8%AA%D8%B1%D8%A7%D8%B3-%D8%A8%D8%B2%D8%B1%DA%AF/gav1ghL0?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gav1ghL0_N,,,
سپند ۱۹۰ متر ۳ خواب ۱ مستر / بازسازی شده,77000000000,190.0,آجودانیه,https://divar.ir/v/%D8%B3%D9%BE%D9%86%D8%AF-%DB%B1%DB%B9%DB%B0-%D9%85%D8%AA%D8%B1-%DB%B3-%D8%AE%D9%88%D8%A7%D8%A8-%DB%B1-%D9%85%D8%B3%D8%AA%D8%B1-%D8%A8%D8%A7%D8%B2%D8%B3%D8%A7%D8%B2%DB%8C-%D8%B4%D8%AF%D9%87/gaE9OLWm?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaE9OLWm_N,۱,۱۳۸۵,۳
۱۷۰متر آجودانیه ۴ پارکینگ با تراس قابل چیدمان,75000000000,170.0,آجودانیه,https://divar.ir/v/%DB%B1%DB%B7%DB%B0%D9%85%D8%AA%D8%B1-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B4-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D8%A8%D8%A7-%D8%AA%D8%B1%D8%A7%D8%B3-%D9%82%D8%A7%D8%A8%D9%84-%DA%86%DB%8C%D8%AF%D9%85%D8%A7%D9%86/gavpwjK8?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gavpwjK8_N,۴,۱۳۸۵,۳
۱۵۰ متر ۳ خواب آجودانیه نوساز مدرن فول مشاعات,100000000000,150.0,آجودانیه,https://divar.ir/v/%DB%B1%DB%B5%DB%B0-%D9%85%D8%AA%D8%B1-%DB%B3-%D8%AE%D9%88%D8%A7%D8%A8-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%D9%85%D8%AF%D8%B1%D9%86-%D9%81%D9%88%D9%84-%D9%85%D8%B4%D8%A7%D8%B9%D8%A7%D8%AA/gauNuR4b?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gauNuR4b_N,۳,۱۴۰۴,۳
آجودانیه۱۷۰متر۳خواب/مدرن/۳پارکینگ/تاپ لوکیشن,108000000000,170.0,آجودانیه,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87%DB%B1%DB%B7%DB%B0%D9%85%D8%AA%D8%B1%DB%B3%D8%AE%D9%88%D8%A7%D8%A8-%D9%85%D8%AF%D8%B1%D9%86-%DB%B3%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D8%AA%D8%A7%D9%BE-%D9%84%D9%88%DA%A9%DB%8C%D8%B4%D9%86/gafJFscU?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gafJFscU_N,۳,۱۴۰۴,۳
۲۱۰ متر/آجودانیه/کلیدنخورده/غرق نور,159000000000,210.0,آجودانیه,https://divar.ir/v/%DB%B2%DB%B1%DB%B0-%D9%85%D8%AA%D8%B1-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DA%A9%D9%84%DB%8C%D8%AF%D9%86%D8%AE%D9%88%D8%B1%D8%AF%D9%87-%D8%BA%D8%B1%D9%82-%D9%86%D9%88%D8%B1/gatJt6ET?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gatJt6ET_N,۳,۱۴۰۳,۳
100متر/آجودانیه/بازسازی شده/2خواب,55000000000,100.0,آجودانیه,https://divar.ir/v/100%D9%85%D8%AA%D8%B1-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%D8%A8%D8%A7%D8%B2%D8%B3%D8%A7%D8%B2%DB%8C-%D8%B4%D8%AF%D9%87-2%D8%AE%D9%88%D8%A7%D8%A8/gat5ukmS?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gat5ukmS_N,۱ از ۵,۱۳۹۴,۲
۲۴۵ متر مربع,196000000000,245.0,آجودانیه,https://divar.ir/v/%DB%B2%DB%B4%DB%B5-%D9%85%D8%AA%D8%B1-%D9%85%D8%B1%D8%A8%D8%B9/gatZMYzi?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gatZMYzi_N,۵,۱۴۰۴,۳
فروش ۱۲۰ متر ۲خواب اکازیون,70000000000,120.0,آجودانیه,https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%DB%B1%DB%B2%DB%B0-%D9%85%D8%AA%D8%B1-%DB%B2%D8%AE%D9%88%D8%A7%D8%A8-%D8%A7%DA%A9%D8%A7%D8%B2%DB%8C%D9%88%D9%86/gatJslLu?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gatJslLu_N,۲ از ۵,۱۴۰۵,۲
۱۶۷ متر/سه خواب/ آجودانیه,66800000000,167.0,آجودانیه,https://divar.ir/v/%DB%B1%DB%B6%DB%B7-%D9%85%D8%AA%D8%B1-%D8%B3%D9%87-%D8%AE%D9%88%D8%A7%D8%A8-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87/gan9CE83?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gan9CE83_N,۲,۱۳۹۰,۳
۱۹۰ متر ۳ خواب مستر فول اجودانیه,100000000000,190.0,آجودانیه,https://divar.ir/v/%DB%B1%DB%B9%DB%B0-%D9%85%D8%AA%D8%B1-%DB%B3-%D8%AE%D9%88%D8%A7%D8%A8-%D9%85%D8%B3%D8%AA%D8%B1-%D9%81%D9%88%D9%84-%D8%A7%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87/gattqSQ6?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gattqSQ6_N,۳,۱۴۰۰,۳
اجودانیه/۱۲۰متر / نوساز مدرن,70000000000,120.0,آجودانیه,https://divar.ir/v/%D8%A7%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B1%DB%B2%DB%B0%D9%85%D8%AA%D8%B1-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%D9%85%D8%AF%D8%B1%D9%86/gatFKMZl?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gatFKMZl_N,۲,۱۴۰۵,۲
۱۵۰ و ۱۹۰ متری آجودانیه نوساز مدرن مشاعات کامل,130000000000,190.0,آجودانیه,https://divar.ir/v/%DB%B1%DB%B5%DB%B0-%D9%88-%DB%B1%DB%B9%DB%B0-%D9%85%D8%AA%D8%B1%DB%8C-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%D9%85%D8%AF%D8%B1%D9%86-%D9%85%D8%B4%D8%A7%D8%B9%D8%A7%D8%AA-%DA%A9%D8%A7%D9%85%D9%84/ganVTxok?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_ganVTxok_N,۳ از ۵,۱۴۰۵,۳
۱۹۰ متر آجودانیه ۲ پارکینگ/ پلان عالی (فول مشاعات),110000000000,190.0,آجودانیه,https://divar.ir/v/%DB%B1%DB%B9%DB%B0-%D9%85%D8%AA%D8%B1-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B2-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D9%BE%D9%84%D8%A7%D9%86-%D8%B9%D8%A7%D9%84%DB%8C-%D9%81%D9%88%D9%84-%D9%85%D8%B4%D8%A7%D8%B9%D8%A7%D8%AA/gantxxbr?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gantxxbr_N,۴,۱۳۹۶,۳
۱۳۵ متر ۳ خواب / فول امکانات / اقدسیه,45000000000,135.0,آجودانیه,https://divar.ir/v/%DB%B1%DB%B3%DB%B5-%D9%85%D8%AA%D8%B1-%DB%B3-%D8%AE%D9%88%D8%A7%D8%A8-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D8%A7%D9%82%D8%AF%D8%B3%DB%8C%D9%87/gap1t28B?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gap1t28B_N,۱,۱۳۹۰,۳
فروش دو واحد به متراژ های 90 و 187 متر در آجودانیه,52500000000,187.0,آجودانیه,https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D8%AF%D9%88-%D9%88%D8%A7%D8%AD%D8%AF-%D8%A8%D9%87-%D9%85%D8%AA%D8%B1%D8%A7%DA%98-%D9%87%D8%A7%DB%8C-90-%D9%88-187-%D9%85%D8%AA%D8%B1-%D8%AF%D8%B1-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87/gacF5Kii?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gacF5Kii_N,۵ از ۶,۱۴۰۰,۲
320 متر سه خواب آجودانیه غرق در نور فول مشاعات,170000000000,320.0,آجودانیه,https://divar.ir/v/320-%D9%85%D8%AA%D8%B1-%D8%B3%D9%87-%D8%AE%D9%88%D8%A7%D8%A8-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%D8%BA%D8%B1%D9%82-%D8%AF%D8%B1-%D9%86%D9%88%D8%B1-%D9%81%D9%88%D9%84-%D9%85%D8%B4%D8%A7%D8%B9%D8%A7%D8%AA/gap5NqFo?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gap5NqFo_N,۴,۱۳۹۲,۳
۲۲۰ متر ۴ خوابه اجودانیه,93000000000,220.0,آجودانیه,https://divar.ir/v/%DB%B2%DB%B2%DB%B0-%D9%85%D8%AA%D8%B1-%DB%B4-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D8%A7%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87/gaPpFOh_?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaPpFOh__N,,,
